,best_train_loss,best_train_loss_idx,best_test_loss,best_test_loss_idx,best_train_auc,best_train_auc_idx,best_test_auc,best_test_auc_idx,std,n_hidden,drop,batchnorm,batchsize,act,encoding,identifier,seed,elapsed_seconds
0,0.42432419218063355,486,0.5828926124933249,463,0.7604,486,0.7393,494,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,49,61
0,0.42331243523597717,471,0.645084239023853,384,0.7562,469,0.6944,411,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,50,64
0,0.41901881895065307,480,0.6589727326848106,349,0.7648,480,0.6846,294,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,50,61
0,0.42882266414642334,477,0.6534847159865041,3,0.7497,477,0.6864,174,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,51,64
0,0.4209963817501068,478,0.6549887737058878,3,0.7646,478,0.6803,11,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,51,61
0,0.4302439264297485,438,0.6493440884065804,58,0.7512,438,0.6748,60,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,52,64
0,0.4237180045223236,447,0.6603188391541203,3,0.7629,447,0.6693,143,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,52,63
0,0.4239643091773987,490,0.6591603027449714,2,0.7529,490,0.6854,50,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,53,71
0,0.4180265997982025,478,0.6596389412879944,2,0.7653,478,0.6949,465,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,53,69
0,0.4271804235172272,481,0.6322741113699876,231,0.752,481,0.676,231,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,54,71
0,0.4210585400104523,487,0.6387741031584802,494,0.7641,443,0.6841,477,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,54,70
0,0.4266928914642334,438,0.66622790784226,2,0.7533,481,0.6592,419,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,55,71
0,0.4212932641983032,459,0.6663156014140927,2,0.7636,459,0.6522,130,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,55,70
0,0.42566895137786864,460,0.6247348203497418,495,0.7558,405,0.7261,138,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,56,62
0,0.4219275350189209,471,0.6322681301731174,454,0.7633,458,0.714,444,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,56,61
0,0.4250546298789978,443,0.6691139936447144,2,0.7535,443,0.66,220,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,57,63
0,0.42041841095924376,432,0.6698849291017611,2,0.7634,489,0.6693,285,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,57,61
0,0.42780919425964353,496,0.6148122178541647,278,0.7558,496,0.6578,271,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,58,63
0,0.42217599611282347,494,0.6301668817932541,493,0.7679,494,0.6428,494,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,58,62
0,0.42752876772880555,401,0.6625851800009025,2,0.755,439,0.6602,480,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,59,63
0,0.42095191261291504,424,0.6634979383801226,2,0.766,424,0.6577,476,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,59,62
0,0.42808970982551575,496,0.6325185726428854,173,0.7549,414,0.6696,30,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,60,63
0,0.4186744741630554,477,0.6404107151360348,2,0.7706,413,0.6599,446,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,60,60
0,0.42849544273376466,447,0.6241867815759261,313,0.7517,467,0.6794,181,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,61,63
0,0.4219011007118225,461,0.6393338106768353,3,0.7663,441,0.6654,125,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,61,59
0,0.43085949195861817,484,0.633579438310921,163,0.7467,484,0.65,211,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,62,71
0,0.4231351305294037,498,0.6386694185361513,4,0.7611,498,0.6486,349,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,62,68
0,0.4201985567760467,480,0.6604276806576175,2,0.7623,435,0.68,172,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,63,63
0,0.4169884464740753,483,0.6610635572191372,2,0.7681,464,0.6697,403,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,63,60
0,0.42964612279891967,482,0.6125398818465778,452,0.7528,482,0.6752,470,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,64,71
0,0.4240443255996704,474,0.6151160547964549,477,0.7633,474,0.68,245,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,64,69
0,0.42908860481262207,477,0.6424193733575329,126,0.7488,468,0.676,153,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,65,63
0,0.4200080729866028,447,0.6481738733929514,236,0.7682,389,0.6793,456,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,65,61
0,0.4254095807552338,496,0.658047911362405,3,0.7551,496,0.6469,422,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,66,71
0,0.4210931887435913,462,0.6582759154701904,3,0.765,462,0.6458,427,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,66,69
0,0.43133302238464355,480,0.5837961913834155,199,0.7527,480,0.6819,404,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,67,64
0,0.4253536111164093,487,0.5884064343613638,419,0.7623,487,0.6857,420,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,67,60
0,0.42710270622253416,468,0.6431936697622316,343,0.7546,468,0.6828,391,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,68,65
0,0.42058468307495117,481,0.6513509572079751,475,0.767,443,0.681,430,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,68,60
0,0.4236214115333557,408,0.6616880597283461,2,0.7597,478,0.6675,92,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,69,65
0,0.4191114598751068,448,0.6623045399065308,2,0.7681,448,0.6721,499,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,69,60
0,0.42792891269683836,495,0.658597816379404,2,0.7499,435,0.6725,57,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,70,65
0,0.4232724017238617,419,0.6584940973809148,2,0.7598,473,0.6755,463,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,70,60
0,0.42573359375953673,471,0.6245868520003732,422,0.7539,471,0.7148,456,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,71,72
0,0.42182897919654844,493,0.6404193815789692,361,0.7637,493,0.7057,419,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,71,68
0,0.429034081325531,441,0.6227784093123602,359,0.7499,441,0.6652,322,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,72,72
0,0.42228099447250367,493,0.6326611936614309,2,0.7637,340,0.6513,101,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,72,69
0,0.4303781159210205,498,0.6244415187620902,386,0.7507,458,0.6964,326,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,73,72
0,0.4218649085044861,406,0.6420274195370373,450,0.7661,406,0.6855,477,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,73,69
0,0.4295725008392334,438,0.6253799442167924,147,0.7494,462,0.6852,147,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,74,62
0,0.4221857478904724,412,0.6324863294868955,433,0.7652,493,0.6816,462,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,74,60
0,0.42606549098014834,496,0.6736893336823646,1,0.7563,496,0.6902,124,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,75,62
0,0.42051277641296386,473,0.6735868060842474,1,0.7662,473,0.7008,275,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,75,60
0,0.4304245172405243,489,0.6571630761909808,146,0.7447,475,0.6944,166,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,76,62
0,0.4219451223182678,488,0.662803196765848,3,0.7613,488,0.6778,189,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,76,62
0,0.42679376088142396,496,0.622961405696414,135,0.7525,496,0.7032,76,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,77,63
0,0.41947408379554746,457,0.6291941584070456,496,0.7679,495,0.703,228,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,77,62
0,0.4282401811790466,378,0.6274628513153838,233,0.7522,378,0.677,183,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,78,70
0,0.42213241251945494,406,0.6486722592976695,3,0.764,408,0.6606,313,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,78,71
0,0.41831768896102905,498,0.6698447540045925,1,0.7647,498,0.6622,229,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,79,70
0,0.41462619089126584,478,0.6701109760115591,1,0.7707,370,0.6444,497,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,79,73
0,0.42362894760131836,476,0.652860335426627,2,0.7586,476,0.6284,214,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,80,70
0,0.41686625900268554,482,0.6531378281960627,2,0.7719,482,0.6231,473,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,80,73
0,0.4262674410820007,494,0.6424718425277735,396,0.7559,494,0.6832,489,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,81,66
0,0.4199015548992157,442,0.646312654402329,2,0.7667,442,0.6773,449,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,81,60
0,0.42788340428352356,500,0.6631099606689426,490,0.749,489,0.7043,477,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,82,66
0,0.42398738122940066,408,0.6710816438297974,2,0.7575,475,0.7023,454,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,82,60
0,0.43510381653785707,387,0.6057139560200767,338,0.7414,475,0.6869,362,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,83,66
0,0.425844930973053,407,0.612969316529499,268,0.7603,407,0.6883,251,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,83,60
0,0.4243448188209534,404,0.6544998128142133,3,0.7556,404,0.6102,450,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,84,66
0,0.41940630345344543,486,0.6549683453252652,3,0.7663,485,0.6174,235,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,84,60
0,0.42475062618255616,442,0.6579012188459197,2,0.7542,442,0.6625,316,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,85,70
0,0.41979065405845645,470,0.6589203961875395,2,0.7645,470,0.6602,488,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,85,70
0,0.4225908953857422,479,0.6715202979593469,2,0.7588,490,0.6799,220,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,86,70
0,0.41590112624168396,477,0.6719123721122742,2,0.7694,406,0.6619,377,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,86,69
0,0.4234187641143799,482,0.6460648862253718,454,0.7608,482,0.6726,469,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,87,71
0,0.4189369942855835,483,0.6502795316591984,269,0.7703,483,0.6884,380,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,87,69
0,0.4266927347755432,473,0.6550212547541484,3,0.7543,457,0.6532,453,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,88,62
0,0.4208777104949951,451,0.6552840358612874,3,0.7645,409,0.6543,261,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,88,60
0,0.43092028558731077,458,0.6520459481059784,470,0.7481,444,0.6565,390,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,89,63
0,0.42088516275405885,439,0.6556584242094367,3,0.767,439,0.6621,481,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,89,60
0,0.42427721073150637,485,0.6704155378145714,2,0.7546,485,0.6661,50,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,90,63
0,0.4192325433540344,414,0.6714351985552539,2,0.7644,414,0.6636,223,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,90,61
0,0.4318621483516693,398,0.633158690536145,80,0.7457,405,0.7037,83,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,91,63
0,0.4231109569358826,497,0.6343500972613436,315,0.7609,497,0.7168,486,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,91,62
0,0.4295481986618042,492,0.6003245115280151,77,0.7545,492,0.6969,424,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,92,71
0,0.42330284675598145,500,0.6028657991310645,466,0.7654,500,0.7056,265,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,92,72
0,0.42943408118247983,461,0.6209280654066592,241,0.7543,461,0.6613,355,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,93,71
0,0.42316994081497195,463,0.6286437048736916,317,0.767,463,0.6665,454,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,93,72
0,0.42670013359069825,317,0.6777882483805839,2,0.7514,317,0.6377,267,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,94,73
0,0.41871637969970704,463,0.6779643980187147,2,0.768,463,0.6493,490,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,94,70
0,0.4230727452945709,484,0.6357855182333091,285,0.7625,484,0.6654,473,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,95,65
0,0.4196273504447937,464,0.6466053541992948,2,0.7698,451,0.6628,343,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,95,58
0,0.4284161937713623,433,0.5999503860168586,428,0.7515,457,0.69,93,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,96,64
0,0.4211402295303345,450,0.6070896872767696,481,0.766,450,0.6821,456,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,96,56
0,0.4278520178604126,450,0.6642957548103711,2,0.7452,469,0.6612,129,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,97,65
0,0.41977881719589233,496,0.6645594459555724,2,0.7639,496,0.6535,206,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,97,54
0,0.43287449741363526,453,0.6298856303464397,90,0.7449,453,0.6654,83,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,98,65
0,0.42687262231826784,409,0.6411894690442843,407,0.7574,459,0.6797,417,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,98,52
0,0.427913913192749,495,0.631024296744531,85,0.7507,457,0.6865,85,True,50,0.4,True,128,ReLU,BL50LO,normal_doublepass,99,59
0,0.42009097694396974,478,0.6335329199037631,491,0.7657,478,0.6896,229,True,50,0.4,True,128,ReLU,BL50LO,test_singlepass,99,53
